name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,preferred_foot
E. Küc,11/28/1996,22,152.4,76.2,"CAM,LM",Germany,55,65,140000.0,Right
L. Gelzleichter,5/20/2000,18,182.88,67.1,ST,Germany,55,72,180000.0,Right
N. Ochojski,1/9/1999,20,182.88,73.0,CDM,Germany,55,67,140000.0,Right
Xiao Yufeng,1/23/1995,24,185.42,79.8,CB,China PR,55,61,100000.0,Right
E. Crona,1/25/2000,19,185.42,76.2,ST,Sweden,55,73,180000.0,Right
A. Nelson,9/16/1997,21,154.94,78.0,ST,England,55,69,200000.0,Right
R. Piscitelli,10/10/1993,25,185.42,79.8,GK,Italy,55,59,80000.0,Left
J. Arias,9/21/1997,21,167.64,69.9,RW,Colombia,55,66,150000.0,Right
L. Davies,11/22/1999,19,154.94,69.9,RB,England,55,67,130000.0,Right
S. Diallo,6/10/1999,19,154.94,72.1,"CM,CDM",England,55,73,190000.0,Right
A. Hodžić,7/12/1999,19,185.42,87.1,ST,Austria,55,68,160000.0,Right
M. Leiva,7/24/1999,19,170.18,67.1,ST,Chile,55,70,180000.0,Right
F. Bahi,7/20/1999,19,175.26,69.9,LB,Guinea,55,68,140000.0,Left
M. Attiyah,6/15/1992,26,167.64,74.8,"CM,LM",Saudi Arabia,55,57,110000.0,Right
A. Takagi,8/4/1997,21,175.26,64.9,ST,Japan,55,67,160000.0,Right
Liu Yue,9/14/1997,21,175.26,66.2,"LM,CAM",China PR,55,64,140000.0,Right
T. Mourdoukoutas,3/3/1999,20,187.96,77.1,CB,Australia,55,69,170000.0,Right
R. Al Najjar,5/31/1995,23,187.96,82.1,GK,Saudi Arabia,55,62,90000.0,Right
K. Taimi,1/27/1992,27,193.04,84.8,"RB,CB",Finland,55,56,,Right
D. Pipe,11/5/1983,35,175.26,77.1,"RWB,RB",Wales,55,55,30000.0,Right
J. Vahtera,1/6/1996,23,175.26,68.9,"CAM,RW",Finland,55,64,140000.0,Left
S. Boyd,4/12/1997,21,154.94,69.9,ST,Scotland,55,68,170000.0,Right
K. Tshiend,1/21/2002,17,154.94,69.9,"RW,LW",Belgium,55,75,180000.0,Right
R. Clampin,1/29/1999,20,154.94,69.9,"LB,LM,LWB",England,55,71,170000.0,Left
J. Dakir,4/18/1997,21,190.5,76.2,GK,Denmark,55,65,110000.0,Right
H. Pickering,12/29/1998,20,152.4,78.0,LB,England,55,70,170000.0,Left
M. Olsen,4/10/1997,21,182.88,77.1,LM,Faroe Islands,55,66,150000.0,Right
M. Augdal,3/13/1994,24,175.26,64.9,CM,Norway,55,61,120000.0,Right
K. Thiesson Kristensen,8/4/1999,19,190.5,74.8,GK,Denmark,55,69,150000.0,Right
A. Bustamante,6/20/1997,21,170.18,62.1,CM,United States,55,65,140000.0,Right
N. Bai,2/14/1999,20,152.4,69.9,LB,France,55,68,150000.0,Left
D. Ojo,2/17/2001,18,172.72,68.9,LB,Italy,55,69,160000.0,Left
H. Palacios,9/8/1999,19,152.4,67.1,RW,Colombia,55,76,200000.0,Right
L. Ward,3/5/1997,22,195.58,81.2,GK,England,55,69,160000.0,Right
Ruan,5/29/1995,23,170.18,79.8,RB,Brazil,55,60,100000.0,Right
F. Botiseriu,3/29/1999,19,152.4,73.9,LB,Germany,55,71,170000.0,Left
S. Svenlén,4/12/2000,18,154.94,69.9,CB,Sweden,55,65,110000.0,Right
Kim Sun Woo,4/22/1993,25,187.96,81.2,GK,Korea Republic,55,61,90000.0,Right
K. Björklund,5/31/1999,19,154.94,74.8,CB,Sweden,55,69,170000.0,Right
A. Sow,5/9/2000,18,152.4,67.1,RW,Senegal,55,70,180000.0,Right
C. Giuliani,5/7/1999,19,187.96,79.8,GK,Austria,54,71,120000.0,Left
C. Hulme,10/10/2000,18,170.18,64.9,"CAM,CM",England,54,64,100000.0,Right
C. Scott,12/6/1998,20,152.4,74.8,ST,England,54,71,150000.0,Right
A. Long,3/20/1997,21,185.42,79.8,GK,France,54,66,100000.0,Right
S. Barone,3/18/1999,19,182.88,73.0,GK,Italy,54,66,90000.0,Right
L. Colville,2/17/1999,20,185.42,69.9,"LM,CAM",England,54,64,110000.0,Left
R. German,1/13/1999,20,182.88,78.9,ST,England,54,69,150000.0,Right
J. McCracken,5/24/2000,18,185.42,71.2,GK,Scotland,54,75,130000.0,Right
D. Smith,9/5/1999,19,152.4,62.1,"ST,CAM,RW",England,54,73,140000.0,Right
Gianluca Zanette,3/17/1997,21,187.96,83.0,GK,Brazil,54,64,90000.0,Right
D. Dillon,6/8/1999,19,152.4,76.2,"ST,CAM",Republic of Ireland,54,69,150000.0,Right
O. Sims,3/29/2001,17,172.72,69.9,"LM,ST",England,54,74,130000.0,Left
J. Mora,1/10/1997,22,175.26,71.2,CDM,Colombia,54,64,100000.0,Right
A. Al Shammari,11/24/1991,27,185.42,83.0,GK,Saudi Arabia,54,56,60000.0,Right
Li Rui,5/2/1994,24,190.5,83.0,ST,China PR,54,61,100000.0,Right
D. Castro,4/27/1994,24,170.18,64.0,ST,Chile,54,60,90000.0,Right
J. Kerr,2/24/1998,21,152.4,69.9,RB,Scotland,54,66,110000.0,Right
K. Viveros,4/4/2000,18,154.94,77.1,ST,Colombia,54,75,160000.0,Right
L. Russe,7/19/1999,19,165.1,64.0,CM,England,54,66,110000.0,Right
S. Gucciardo,4/9/1999,19,170.18,69.9,"ST,LM",Turkey,54,66,120000.0,Left
T. Garratt,10/26/1996,22,182.88,72.1,"LB,CB",England,54,65,100000.0,Left
E. McGinty,8/5/1999,19,187.96,64.9,GK,Republic of Ireland,54,68,110000.0,Left
T. Kircher,3/10/1999,19,154.94,68.0,RB,Germany,54,66,100000.0,Right
T. Lillevold Johnsen,4/29/2000,18,152.4,74.8,RW,Norway,54,64,100000.0,Right
J. Zapata,6/2/1992,26,170.18,59.9,CM,Colombia,54,57,80000.0,Right
Andre Shinyashiki,6/11/1997,21,175.26,68.0,ST,Brazil,54,67,130000.0,Right
L. Alarcón,3/5/2000,19,182.88,82.1,CB,Chile,54,73,130000.0,Right
K. Yoshio,6/28/1998,20,167.64,63.0,"CAM,CM",Japan,54,61,100000.0,Left
R. Gutiérrez,6/17/1996,22,154.94,76.2,GK,Mexico,54,64,80000.0,Right
B. Syla,2/17/1998,21,170.18,66.2,CAM,Austria,54,60,90000.0,Right
I. Núñez,1/15/1999,20,175.26,68.9,"CB,RB",Chile,54,68,130000.0,Right
C. Salomón,3/20/2000,18,182.88,68.0,CB,Chile,54,67,110000.0,Right
Kang Yun Koo,2/8/1993,26,170.18,69.9,LM,Korea Republic,54,55,80000.0,Left
I. Angking,1/24/2000,19,152.4,73.0,CDM,United States,54,74,130000.0,Right
M. Zennaro,8/3/2000,18,154.94,69.9,CM,Italy,54,72,130000.0,Right
R. Källman,2/12/1999,20,200.66,79.8,GK,Finland,54,68,120000.0,Right
D. Ryndak,3/12/1989,29,152.4,68.0,RM,Poland,54,54,70000.0,Right
F. Murray,5/7/1999,19,172.72,68.0,LM,Scotland,54,74,150000.0,Right
S. Awaka,2/7/1995,24,187.96,77.1,GK,Japan,54,58,60000.0,Right
O. Klitten,5/1/2000,18,182.88,68.0,"ST,LM",Denmark,54,70,140000.0,Right
S. Walker,10/21/2000,18,170.18,64.9,"ST,CAM",England,54,76,150000.0,Right
G. Singh,6/24/1996,22,152.4,72.1,CM,India,54,63,,Right
A. Zabani,4/7/1997,21,170.18,67.1,"CDM,CB,RB",Saudi Arabia,54,64,100000.0,Right
D. Lalhlimpuia,9/12/1997,21,182.88,76.2,"ST,RW",India,54,67,,Right
Shen Shuaishuai,3/15/1999,19,187.96,74.8,GK,China PR,54,74,120000.0,Right
H. Constant,11/26/1999,19,182.88,69.9,GK,France,54,68,110000.0,Right
G. Morandi,3/4/1999,20,154.94,77.1,"CAM,LM",Switzerland,54,74,150000.0,Right
B. Morgado,12/17/1997,21,175.26,64.9,"LB,LWB",Switzerland,54,68,130000.0,Left
Yu Zhen,6/5/1997,21,152.4,73.9,CDM,China PR,54,63,90000.0,Right
J. Isaksen,10/13/1999,19,182.88,68.0,CM,Norway,54,67,120000.0,Right
M. Onada,5/4/1996,22,154.94,68.9,"LB,CB,LM",Japan,54,60,80000.0,Right
M. Saavedra,3/2/2000,19,160.02,53.1,ST,Chile,54,69,140000.0,Right
H. Keto,2/9/1998,21,193.04,78.9,GK,Finland,54,67,110000.0,Right
W. Alarcón,11/29/2000,18,154.94,69.9,CAM,Chile,54,67,120000.0,Right
M. Nishimoto,6/11/1996,22,152.4,63.0,LM,Japan,54,59,90000.0,Right
V. Fazliu,2/2/1996,23,182.88,74.8,"CM,CDM",Switzerland,54,62,100000.0,Right
A. Hartridge,3/9/1999,20,182.88,69.9,"LB,CB",England,54,68,130000.0,Left
Feng Gang,3/6/1993,26,175.26,62.1,CM,China PR,54,59,90000.0,Right
Cho Jae Wan,8/29/1995,23,175.26,69.9,ST,Korea Republic,54,59,90000.0,Right
L. Nutz,5/1/1999,19,175.26,68.9,LB,Argentina,54,67,110000.0,Left
J. Storevik,7/29/1996,22,185.42,83.0,GK,Norway,54,66,100000.0,Right
Liu Boyang,1/18/1997,22,175.26,68.0,RB,China PR,54,61,80000.0,Right
A. Tymiński,7/9/1999,19,187.96,74.8,CB,Poland,54,65,90000.0,Right
D. Łuczak,7/12/1996,22,152.4,72.1,"LM,RM",Poland,54,62,100000.0,Right
P. Kekeris,8/20/1999,19,172.72,64.9,LW,Australia,54,71,140000.0,Right
J. Lindgren,7/17/1997,21,182.88,79.8,GK,Sweden,54,67,110000.0,Right
M. Nuhanovic,12/10/1999,19,182.88,78.0,GK,Sweden,53,65,80000.0,Right
V. Rai,10/10/1997,21,182.88,73.9,CM,India,53,67,,Right
T. Hamer,10/1/1999,19,187.96,79.8,"RB,CB",England,53,73,110000.0,Right
Zheng Yiming,1/24/1997,22,185.42,74.8,RB,China PR,53,62,80000.0,Right
T. Hama,6/14/1998,20,182.88,73.0,CB,Japan,53,59,70000.0,Right
L. Talbro,5/24/1999,19,182.88,64.0,"RB,RWB",Denmark,53,70,110000.0,Right
M. Schlosser,2/14/1999,20,154.94,74.8,GK,Germany,53,62,70000.0,Right
O. Breistøl,7/11/1998,20,185.42,73.0,CM,Norway,53,66,110000.0,Right
E. Löder,4/24/2000,18,182.88,67.1,CAM,Germany,53,62,80000.0,Right
Y. Kurihara,9/18/1983,35,182.88,79.8,CB,Japan,53,53,20000.0,Right
J. González,7/25/1996,22,170.18,59.9,RM,Panama,53,61,90000.0,Right
Xu Jiamin,4/11/1994,24,193.04,83.0,GK,China PR,53,58,60000.0,Right
M. Tomizawa,7/14/1993,25,187.96,77.1,GK,Japan,53,57,60000.0,Right
R. Gorman,1/24/1994,25,182.88,74.8,"CB,CDM",Republic of Ireland,53,58,70000.0,Right
F. Barragán,2/12/1999,20,152.4,73.0,CAM,Colombia,53,69,130000.0,Right
J. Pukaj,2/13/2000,19,190.5,84.8,GK,Switzerland,53,70,100000.0,Right
K. Harada,8/6/2000,18,170.18,59.9,"CAM,CM",Japan,53,68,120000.0,Right
V. Vesiaho,2/10/1999,20,182.88,82.1,CB,Finland,53,66,100000.0,Right
N. Suman,2/28/2000,19,193.04,77.1,GK,Australia,53,69,100000.0,Left
Y. Kaiser,4/30/1998,20,182.88,76.2,CB,Switzerland,53,62,80000.0,Right
Felipe Ferreyra,5/21/1998,20,175.26,72.1,ST,Brazil,53,67,130000.0,Right
M. Matsumoto,1/25/1995,24,175.26,68.9,"CM,CDM",Japan,53,59,80000.0,Right
W. Jääskeläinen,7/25/1998,20,182.88,73.0,GK,Finland,53,70,100000.0,Right
R. Miura,5/17/1992,26,154.94,74.8,GK,Japan,53,56,50000.0,Right
T. Herbots,5/7/2001,17,185.42,69.9,GK,Belgium,53,73,100000.0,Right
A. Pedersen,7/30/1995,23,187.96,89.8,GK,Norway,53,59,60000.0,Right
Ji Xiaoxuan,3/19/1993,25,154.94,68.0,CAM,China PR,53,57,80000.0,Right
L. Pelletier,2/3/2000,19,185.42,74.8,GK,France,53,68,100000.0,Right
E. Jacobsen,6/25/1999,19,185.42,79.8,GK,Norway,53,63,70000.0,Right
S. Hausner,4/11/2000,18,187.96,78.0,CB,Denmark,53,67,110000.0,Left
M. Christiansen,10/21/2000,18,198.12,79.8,GK,Norway,53,63,60000.0,Right
B. Manosalva,7/14/1997,21,185.42,78.0,GK,Chile,53,62,70000.0,Right
M. Wenssens,11/17/2001,17,193.04,87.1,GK,Belgium,53,74,110000.0,Right
J. Smylie,2/28/2000,19,154.94,76.2,ST,Australia,53,65,100000.0,Right
G. Vannucchi,7/30/1995,23,152.4,77.1,GK,Italy,53,60,60000.0,Right
Choi Beom Kyung,6/24/1997,21,175.26,73.0,CM,Korea Republic,53,64,100000.0,Right
Wen Zhixiang,3/17/1993,25,193.04,96.2,GK,China PR,53,56,50000.0,Right
Y. Mustafa,2/28/1999,20,175.26,69.9,ST,Australia,53,65,100000.0,Right
R. Stewart,4/16/1995,23,187.96,71.2,GK,Scotland,53,61,70000.0,Right
K. Yamada,10/7/1999,19,175.26,59.9,"CM,CF,RB",Japan,53,63,90000.0,Right
S. Warde,3/13/1998,20,185.42,79.8,CM,Republic of Ireland,53,65,100000.0,Right
J. McCombe,1/1/1983,36,195.58,78.9,CB,England,53,53,10000.0,Right
Wen Junjie,4/16/1997,21,182.88,72.1,CB,China PR,53,64,90000.0,Right
S. Brynn,10/30/2000,18,185.42,69.9,GK,England,53,74,110000.0,Right
A. Bates,5/3/2001,17,175.26,64.0,"CM,CAM",England,53,72,120000.0,Right
L. Sedlak,9/9/1999,19,187.96,78.9,GK,Germany,53,66,80000.0,Right
J. Larsen,2/6/2000,19,193.04,78.9,ST,Norway,53,68,120000.0,Right
J. Pia,6/30/2000,18,170.18,74.8,ST,Germany,53,72,120000.0,Left
A. Yusuf,7/18/2000,18,175.26,66.2,CM,Nigeria,53,69,120000.0,Right
R. Ogle,3/29/1999,19,172.72,66.2,"RB,LB",Australia,53,64,90000.0,Right
S. Dalby,12/7/1999,19,190.5,78.0,ST,England,53,73,120000.0,Right
David da Silva,11/12/1989,29,185.42,82.1,ST,Brazil,53,53,60000.0,Right
J. Widell Zetterström,7/11/1998,20,195.58,82.1,GK,Sweden,53,61,60000.0,Right
J. Giraldo,2/8/1998,21,190.5,82.1,"CB,LB",Colombia,53,64,90000.0,Left
W. Długosz,7/1/2000,18,182.88,64.0,CAM,Poland,53,63,90000.0,Right
L. Jephcott,1/26/2000,19,152.4,74.8,"ST,RM",Wales,53,69,120000.0,Right
E. Idem,12/6/1998,20,187.96,66.2,GK,England,53,68,100000.0,Right
D. Makoma,2/1/1999,20,185.42,78.0,CM,France,53,64,100000.0,Right
S. Lusiusz,9/18/1999,19,185.42,74.8,CM,Poland,53,65,100000.0,Right
H. Araki,8/7/1996,22,185.42,74.8,CB,Japan,53,60,70000.0,Right
L. Nygren,5/11/1998,20,182.88,76.2,CB,Sweden,53,65,90000.0,Right
D. Gibbons,5/15/1998,20,193.04,83.9,"CB,RB",Republic of Ireland,53,62,80000.0,Right
L. Brook,2/8/2001,18,152.4,68.9,CAM,Australia,53,75,130000.0,Left
F. Bustamante,3/15/1999,19,167.64,64.9,"RM,RB",Argentina,53,67,130000.0,Right
K. Broda,7/19/2001,17,187.96,84.8,GK,Poland,53,71,100000.0,Right
J. Brady,12/17/1996,22,182.88,73.9,GK,Republic of Ireland,53,65,80000.0,Right
J. Doyle-Hayes,12/30/1998,20,175.26,68.0,CM,Republic of Ireland,53,70,130000.0,Right
C. Moore,3/22/2000,18,182.88,66.2,CM,Scotland,52,70,100000.0,Right
Zhen'ao Wang,8/10/1999,19,175.26,64.9,"LW,LM",China PR,52,66,100000.0,Right
Dong Honglin,1/15/1996,23,154.94,69.9,ST,China PR,52,59,70000.0,Right
D. Bedoya,2/13/1994,25,170.18,69.9,CAM,Colombia,52,56,70000.0,Right
S. Mogi,1/15/1999,20,195.58,79.8,GK,Japan,52,61,60000.0,Right
A. Kräuchi,6/3/1998,20,175.26,71.2,RW,Switzerland,52,63,90000.0,Left
H. Saruta,4/23/1999,19,190.5,78.9,GK,Japan,52,67,90000.0,Right
A. McCann,12/4/1999,19,152.4,64.9,CM,Scotland,52,72,100000.0,Right
G. Tolino,1/20/2000,19,185.42,76.2,GK,Switzerland,52,70,80000.0,Right
Ning Weichen,3/18/1997,21,185.42,74.8,ST,China PR,52,61,80000.0,Right
W. Kaczorowski,8/31/2001,17,185.42,78.0,GK,Poland,52,75,90000.0,Right
T. Bair,8/27/1999,19,193.04,98.0,ST,Canada,52,71,100000.0,Right
H. Abdulmajeed,3/8/1997,22,182.88,74.8,GK,Saudi Arabia,52,62,60000.0,Right
T. Yasui,11/21/1998,20,172.72,66.2,"CDM,CM",Japan,52,65,80000.0,Right
Jiang Shenglong,12/24/2000,18,193.04,83.0,"CB,CDM",China PR,52,72,90000.0,Right
T. Koch,4/6/2001,17,154.94,74.8,CDM,Austria,52,73,100000.0,Right
M. Boney,2/16/1998,21,154.94,73.9,GK,England,52,64,70000.0,Right
Zhang Lingfeng,2/28/1997,22,175.26,69.9,RM,China PR,52,61,80000.0,Left
D. Arnold,11/24/2001,17,152.4,64.9,ST,England,52,67,100000.0,Right
E. Damgaard,8/20/1998,20,154.94,69.9,"RWB,LB",Denmark,52,62,70000.0,Right
Chen Zhechao,4/19/1995,23,175.26,69.9,"CM,CDM",China PR,52,60,70000.0,Right
G. Severinsen,3/31/2000,18,182.88,78.9,"CDM,CB",Norway,52,69,90000.0,Right
H. Matsumoto,8/10/2000,18,154.94,73.9,CM,Japan,52,67,100000.0,Right
S. Brewer Jr.,10/28/1999,19,175.26,69.9,LW,United States,52,73,110000.0,Left
A. Al Moghir,2/10/1997,22,175.26,69.9,CB,Saudi Arabia,52,60,60000.0,Right
J. Riquelme,9/29/1999,19,154.94,72.1,LB,Chile,52,72,90000.0,Left
J. Delianov,10/20/1999,19,187.96,84.8,GK,Australia,52,71,80000.0,Left
Jeong Hee Woong,5/18/1995,23,175.26,59.9,CAM,Korea Republic,52,60,70000.0,Right
C. Walsh-O'Loghlen,4/12/1999,19,152.4,69.9,"LM,ST",Republic of Ireland,52,70,110000.0,Right
I. Coulibaly,12/25/2000,18,182.88,72.1,"LM,ST",Mali,52,69,100000.0,Right
Zheng Zhiming,1/1/1999,20,187.96,68.0,CB,China PR,52,64,80000.0,Right
N. Ziswiler,10/23/1999,19,185.42,76.2,GK,Switzerland,52,68,80000.0,Right
H. Ræstad,1/6/2000,19,187.96,77.1,GK,Norway,51,61,40000.0,Right
C. Romaña,11/10/1999,19,154.94,74.8,CB,Colombia,51,70,70000.0,Right
G. Iannucci,6/18/2001,17,167.64,59.9,"RM,LM,CAM",Australia,51,68,70000.0,Right
C. Metcalfe,11/5/1999,19,152.4,69.9,CM,Australia,51,68,80000.0,Right
Deng Yubiao,6/8/1997,21,154.94,64.9,CM,China PR,51,60,60000.0,Right
J. Walker,8/18/2000,18,154.94,78.9,ST,Republic of Ireland,52,72,100000.0,Right
R. Al Najjar,9/20/1996,22,185.42,79.8,GK,Saudi Arabia,52,61,60000.0,Right
S. Melvin,7/9/1994,24,193.04,89.8,GK,Canada,52,59,50000.0,Right
O. Pettersson,2/1/2000,19,152.4,69.9,ST,Sweden,52,69,100000.0,Right
B. Galach,5/16/2001,17,175.26,71.2,ST,Poland,52,64,80000.0,Left
G. Rosario,10/7/1999,19,185.42,76.2,GK,United States,52,67,80000.0,Right
R. Hauge,9/1/2001,17,175.26,69.9,CM,Norway,52,67,100000.0,Right
F. Norman,1/26/2000,19,185.42,72.1,GK,England,52,67,80000.0,Right
S. Al Zaqati,4/19/1999,19,152.4,67.1,ST,Saudi Arabia,52,67,110000.0,Right
D. Thøgersen,1/8/2000,19,182.88,74.8,LB,Denmark,52,66,90000.0,Left
J. Lindstrøm,2/29/2000,19,182.88,64.0,"CAM,ST,CM",Denmark,52,72,100000.0,Right
J. Svenningsen,10/14/1994,24,182.88,69.9,"CB,LB",Denmark,51,57,40000.0,Right
Abdugheni Abduhamit,3/10/1998,20,185.42,74.8,RM,China PR,51,61,60000.0,Right
A. Kargbo,8/24/1999,19,172.72,68.0,CF,Sierra Leone,51,70,80000.0,Right
O. Lindqvist,7/22/1999,19,154.94,68.0,RB,Sweden,51,65,70000.0,Right
M. Hermansen,7/11/2000,18,185.42,79.8,GK,Denmark,51,65,60000.0,Right
Ali Shirmemet,7/1/1997,21,152.4,69.9,CAM,China PR,51,61,60000.0,Right
C. Pavéz,4/3/1999,19,175.26,74.8,CM,Chile,51,64,70000.0,Right
N. Al Harbi,10/12/1996,22,172.72,62.1,CM,Saudi Arabia,51,58,50000.0,Right
M. Hołownia,5/6/1998,20,182.88,69.9,LB,Poland,51,60,50000.0,Left
M. Grabowski,5/21/2000,18,152.4,64.9,LB,Poland,51,63,50000.0,Left
M. Mansour,4/14/1992,26,175.26,62.1,LB,Saudi Arabia,51,54,40000.0,Left
Ding Bowei,11/18/1996,22,154.94,64.9,GK,China PR,51,59,40000.0,Right
C. Royo,9/22/2000,18,170.18,59.0,LB,Germany,51,66,60000.0,Left
N. Nurmi,2/6/2001,18,154.94,76.2,CB,Finland,51,71,70000.0,Right
Zhang Hengyuan,1/9/1997,22,185.42,79.8,CDM,China PR,51,64,60000.0,Right
S. Allardice,3/31/1998,20,154.94,69.9,CM,Scotland,51,63,70000.0,Right
A. Ousou,1/9/2000,19,152.4,78.0,CB,Sweden,50,67,50000.0,Right
S. Al Wehimid,5/22/1998,20,154.94,78.9,GK,Saudi Arabia,50,67,50000.0,Right
B. O'Gorman,10/15/2001,17,175.26,73.0,"RM,ST",Republic of Ireland,50,69,60000.0,Right
Han Zilong,4/6/1994,24,154.94,73.0,LM,China PR,50,53,40000.0,Left
J. Cavallo,11/13/1999,19,170.18,62.1,CM,Australia,50,66,60000.0,Right
C. Addai,10/10/1997,21,193.04,78.0,GK,Ghana,51,61,50000.0,Right
J. Haak,9/12/2001,17,182.88,74.8,CM,United States,51,74,80000.0,Right
W. Møller,3/10/1998,20,193.04,87.1,ST,Denmark,51,64,70000.0,Right
O. Dale,11/1/1998,20,175.26,64.9,ST,England,51,67,80000.0,Right
I. Tarasov,1/30/2000,19,172.72,64.9,"RW,LW,ST",Russia,51,71,80000.0,Right
J. Ellis,3/14/2001,17,154.94,74.8,ST,England,51,67,70000.0,Right
J. Sims,3/10/2000,18,187.96,73.0,GK,England,51,66,60000.0,Right
Zhu Zhengyu,1/12/1995,24,152.4,71.2,RM,China PR,51,57,50000.0,Right
I. Richards,4/9/1999,19,190.5,79.8,GK,Australia,51,66,70000.0,Left
Cao Sheng,2/26/1995,24,172.72,68.0,RW,China PR,51,57,50000.0,Right
J. Tupper,11/15/1997,21,187.96,77.1,GK,England,51,65,70000.0,Right
J. Olofsson,10/30/2000,18,152.4,60.8,CDM,Sweden,50,64,50000.0,Right
J. Mortensen,1/17/2001,18,152.4,68.0,LB,Denmark,50,71,60000.0,Right
S. Bækgaard,10/14/1999,19,175.26,66.2,"CM,RB",Denmark,50,65,60000.0,Right
B. Horton,9/9/2000,18,152.4,74.8,LB,England,50,67,50000.0,Left
S. Al Saeed,12/4/1998,20,172.72,64.9,CM,Saudi Arabia,50,67,60000.0,Right
G. Garner,11/2/1998,20,152.4,78.0,ST,England,50,66,60000.0,Right
Sun Qibin,11/6/1991,27,193.04,79.8,GK,China PR,50,52,20000.0,Right
M. Sutton,3/7/2000,19,154.94,69.9,GK,Australia,50,71,60000.0,Right
E. Abulu,4/27/2000,18,182.88,77.1,LB,Germany,50,67,50000.0,Left
Liu Yi,1/26/1997,22,175.26,66.2,CDM,China PR,50,58,40000.0,Right
E. Dahlqvist,6/14/1999,19,167.64,69.9,LWB,Sweden,50,64,60000.0,Left
J. García,4/12/1998,20,185.42,72.1,GK,Mexico,50,62,40000.0,Right
J. Goff,3/18/1999,19,182.88,73.0,GK,England,50,69,50000.0,Right
T. Gundelund,11/6/2001,17,154.94,68.0,"RWB,RB",Denmark,50,70,50000.0,Right
J. Rothmann,6/29/2000,18,154.94,74.8,"ST,RW",Denmark,50,70,60000.0,Right
Zhang Gong,4/10/1992,26,152.4,73.9,CDM,China PR,50,52,30000.0,Right
Liu Bin,5/2/1998,20,182.88,69.9,CDM,China PR,49,66,60000.0,Right
Yin Congyao,3/4/1997,22,182.88,73.9,CAM,China PR,49,59,50000.0,Right
J. Crilly,12/28/2001,17,182.88,73.0,"CB,LB",Republic of Ireland,49,67,50000.0,Left
J. Bartosiński,3/11/2000,18,187.96,79.8,"CDM,CB",Poland,49,67,50000.0,Right
N. Morahan,5/30/2000,18,175.26,66.2,"CM,CDM",Republic of Ireland,49,68,60000.0,Right
F. Ranocchia,5/14/2001,17,182.88,76.2,"CM,CDM",Italy,49,72,60000.0,Right
Liu Yaoxin,12/26/1997,21,175.26,64.0,CM,China PR,49,57,40000.0,Right
T. O'Connor,3/31/2001,17,154.94,73.9,CB,Republic of Ireland,49,59,40000.0,Right
F. Sinclair-Smith,7/20/2000,18,170.18,73.0,ST,England,49,67,60000.0,Right
C. Jones,11/30/1998,20,152.4,69.9,CM,England,49,57,40000.0,Right
J. Greatorex,9/7/1999,19,185.42,79.8,GK,England,49,66,50000.0,Right
N. Stephan,8/24/2000,18,190.5,83.9,GK,Germany,49,67,50000.0,Right
T. Maloney,1/21/1999,20,175.26,64.9,CM,England,49,66,60000.0,Right
Zhu Jiayi,1/31/1999,20,193.04,79.8,CB,China PR,49,62,50000.0,Right
G. Hollywood,7/17/2001,17,152.4,66.2,CM,Republic of Ireland,49,67,60000.0,Right
O. Finney,12/15/1997,21,170.18,68.9,CM,England,49,63,60000.0,Left
N. Fuentes,8/31/1999,19,172.72,66.2,RB,Chile,47,64,50000.0,Right
S. Squire,5/25/2000,18,185.42,74.8,CDM,England,47,58,40000.0,Right
J. Norville-Williams,1/26/2000,19,154.94,76.2,LB,England,47,62,50000.0,Left
L. Watkins,11/2/1999,19,175.26,79.8,CM,England,47,63,60000.0,Right
A. Kaltner,10/24/1999,19,175.26,72.1,ST,Germany,47,61,60000.0,Right
L. Collins,5/9/2001,17,152.4,67.1,CM,Wales,47,62,60000.0,Right
C. Ehlich,2/2/1999,20,170.18,68.0,RB,Germany,47,59,40000.0,Right
Zhang Yufeng,1/5/1998,21,152.4,78.9,CM,China PR,47,59,50000.0,Right
Gao Yuqin,3/27/2000,18,185.42,82.1,GK,China PR,47,66,50000.0,Right
D. Walker-Rice,9/10/2000,18,152.4,69.9,RW,England,48,67,60000.0,Right
E. Tweed,3/1/1999,20,154.94,72.1,CM,Republic of Ireland,48,59,50000.0,Right
K. Pilkington,3/8/1974,45,187.96,86.2,GK,England,48,48,,Right
Y. Góez,11/1/1999,19,152.4,74.8,CDM,Colombia,48,65,50000.0,Right
C. Maher,4/27/2001,17,154.94,60.8,RB,Republic of Ireland,48,66,50000.0,Right
M. Hurst,10/21/1995,23,185.42,78.0,GK,Scotland,48,58,40000.0,Right
E. Minogue,1/12/2002,17,154.94,64.9,GK,Republic of Ireland,48,66,50000.0,Right
G. Nugent,12/4/2001,17,152.4,79.8,CM,England,47,67,60000.0,Right
J. Tauriainen,4/18/2001,17,175.26,68.0,"CAM,CM",Finland,47,67,60000.0,Right
N. Christoffersson,5/11/1999,19,190.5,77.1,ST,Sweden,47,63,60000.0,Right
D. Walsh,6/14/2000,18,185.42,76.2,"CB,LB",Republic of Ireland,47,68,60000.0,Left
L. Jones,10/12/1998,20,185.42,73.9,GK,England,47,62,50000.0,Right
L. Offord,11/19/1999,19,170.18,66.2,RB,England,47,59,40000.0,Right
J. Ruíz,1/9/1997,22,182.88,73.9,GK,Mexico,47,55,30000.0,Right
